"Renewable energy share of electricity capacity and generation (%) by Region/country/area, Indicator and Year"

"Region/country/area","Indicator","Year",Renewable energy share of electricity capacity and generation (%)
"Guinea-Bissau","RE share of electricity capacity (%)","2021",6.83
"Guinea-Bissau","RE share of electricity capacity (%)","2022",6.06
"Guinea-Bissau","RE share of electricity capacity (%)","2023",6.60
"Guinea-Bissau","RE share of electricity capacity (%)","2024",6.60
"Guinea-Bissau","RE share of electricity generation (%)","2000",-
"Guinea-Bissau","RE share of electricity generation (%)","2001",-
"Guinea-Bissau","RE share of electricity generation (%)","2002",-
"Guinea-Bissau","RE share of electricity generation (%)","2003",-
"Guinea-Bissau","RE share of electricity generation (%)","2004",-
"Guinea-Bissau","RE share of electricity generation (%)","2005",-
"Guinea-Bissau","RE share of electricity generation (%)","2006",-
"Guinea-Bissau","RE share of electricity generation (%)","2007",-
"Guinea-Bissau","RE share of electricity generation (%)","2008",-
"Guinea-Bissau","RE share of electricity generation (%)","2009",-
"Guinea-Bissau","RE share of electricity generation (%)","2010",-
"Guinea-Bissau","RE share of electricity generation (%)","2011",-
"Guinea-Bissau","RE share of electricity generation (%)","2012",-
"Guinea-Bissau","RE share of electricity generation (%)","2013",-
"Guinea-Bissau","RE share of electricity generation (%)","2014",0.00
"Guinea-Bissau","RE share of electricity generation (%)","2015",1.16
"Guinea-Bissau","RE share of electricity generation (%)","2016",4.38
"Guinea-Bissau","RE share of electricity generation (%)","2017",5.81
"Guinea-Bissau","RE share of electricity generation (%)","2018",10.64
"Guinea-Bissau","RE share of electricity generation (%)","2019",10.62
"Guinea-Bissau","RE share of electricity generation (%)","2020",10.30
"Guinea-Bissau","RE share of electricity generation (%)","2021",11.80
"Guinea-Bissau","RE share of electricity generation (%)","2022",10.52
"Guinea-Bissau","RE share of electricity generation (%)","2023",11.43
"Guinea-Bissau","RE share of electricity generation (%)","2024",-
"Guyana","RE share of electricity capacity (%)","2000",6.94
"Guyana","RE share of electricity capacity (%)","2001",6.99
"Guyana","RE share of electricity capacity (%)","2002",7.05
"Guyana","RE share of electricity capacity (%)","2003",7.11
"Guyana","RE share of electricity capacity (%)","2004",6.97
"Guyana","RE share of electricity capacity (%)","2005",7.84
"Guyana","RE share of electricity capacity (%)","2006",7.91
"Guyana","RE share of electricity capacity (%)","2007",7.64
"Guyana","RE share of electricity capacity (%)","2008",7.65
"Guyana","RE share of electricity capacity (%)","2009",19.11
"Guyana","RE share of electricity capacity (%)","2010",19.23
"Guyana","RE share of electricity capacity (%)","2011",18.25
"Guyana","RE share of electricity capacity (%)","2012",18.35
"Guyana","RE share of electricity capacity (%)","2013",18.46
"Guyana","RE share of electricity capacity (%)","2014",18.47
"Guyana","RE share of electricity capacity (%)","2015",15.78
"Guyana","RE share of electricity capacity (%)","2016",15.35
"Guyana","RE share of electricity capacity (%)","2017",15.64
"Guyana","RE share of electricity capacity (%)","2018",16.26
"Guyana","RE share of electricity capacity (%)","2019",16.64
"Guyana","RE share of electricity capacity (%)","2020",16.67
"Guyana","RE share of electricity capacity (%)","2021",14.55
"Guyana","RE share of electricity capacity (%)","2022",15.79
"Guyana","RE share of electricity capacity (%)","2023",16.81
"Guyana","RE share of electricity capacity (%)","2024",17.01
"Guyana","RE share of electricity generation (%)","2000",4.68
"Guyana","RE share of electricity generation (%)","2001",5.20
"Guyana","RE share of electricity generation (%)","2002",6.06
"Guyana","RE share of electricity generation (%)","2003",6.20
"Guyana","RE share of electricity generation (%)","2004",6.41
"Guyana","RE share of electricity generation (%)","2005",6.91
"Guyana","RE share of electricity generation (%)","2006",6.76
"Guyana","RE share of electricity generation (%)","2007",6.72
"Guyana","RE share of electricity generation (%)","2008",6.03
"Guyana","RE share of electricity generation (%)","2009",5.27
"Guyana","RE share of electricity generation (%)","2010",5.09
"Guyana","RE share of electricity generation (%)","2011",5.63
"Guyana","RE share of electricity generation (%)","2012",4.91
"Guyana","RE share of electricity generation (%)","2013",4.55
"Guyana","RE share of electricity generation (%)","2014",5.07
"Guyana","RE share of electricity generation (%)","2015",5.04
"Guyana","RE share of electricity generation (%)","2016",4.10
"Guyana","RE share of electricity generation (%)","2017",3.45
"Guyana","RE share of electricity generation (%)","2018",2.76
"Guyana","RE share of electricity generation (%)","2019",2.88
"Guyana","RE share of electricity generation (%)","2020",3.14
"Guyana","RE share of electricity generation (%)","2021",3.96
"Guyana","RE share of electricity generation (%)","2022",3.93
"Guyana","RE share of electricity generation (%)","2023",4.16
"Guyana","RE share of electricity generation (%)","2024",-
"Haiti","RE share of electricity capacity (%)","2000",28.72
"Haiti","RE share of electricity capacity (%)","2001",28.83
"Haiti","RE share of electricity capacity (%)","2002",26.80
"Haiti","RE share of electricity capacity (%)","2003",22.62
"Haiti","RE share of electricity capacity (%)","2004",21.69
"Haiti","RE share of electricity capacity (%)","2005",21.69
"Haiti","RE share of electricity capacity (%)","2006",21.69
"Haiti","RE share of electricity capacity (%)","2007",21.69
"Haiti","RE share of electricity capacity (%)","2008",17.53
"Haiti","RE share of electricity capacity (%)","2009",14.81
"Haiti","RE share of electricity capacity (%)","2010",14.93
"Haiti","RE share of electricity capacity (%)","2011",13.88
"Haiti","RE share of electricity capacity (%)","2012",13.84
"Haiti","RE share of electricity capacity (%)","2013",13.07
"Haiti","RE share of electricity capacity (%)","2014",13.10
"Haiti","RE share of electricity capacity (%)","2015",13.16
"Haiti","RE share of electricity capacity (%)","2016",13.22
"Haiti","RE share of electricity capacity (%)","2017",13.27
"Haiti","RE share of electricity capacity (%)","2018",17.21
"Haiti","RE share of electricity capacity (%)","2019",17.18
"Haiti","RE share of electricity capacity (%)","2020",17.18
"Haiti","RE share of electricity capacity (%)","2021",17.20
"Haiti","RE share of electricity capacity (%)","2022",16.86
"Haiti","RE share of electricity capacity (%)","2023",16.98
"Haiti","RE share of electricity capacity (%)","2024",16.98
"Haiti","RE share of electricity generation (%)","2000",51.74
"Haiti","RE share of electricity generation (%)","2001",47.64
"Haiti","RE share of electricity generation (%)","2002",47.53
"Haiti","RE share of electricity generation (%)","2003",47.66
"Haiti","RE share of electricity generation (%)","2004",47.53
"Haiti","RE share of electricity generation (%)","2005",47.66
"Haiti","RE share of electricity generation (%)","2006",47.54
"Haiti","RE share of electricity generation (%)","2007",32.91
"Haiti","RE share of electricity generation (%)","2008",37.24
"Haiti","RE share of electricity generation (%)","2009",28.71
"Haiti","RE share of electricity generation (%)","2010",30.21
"Haiti","RE share of electricity generation (%)","2011",12.51
"Haiti","RE share of electricity generation (%)","2012",20.22
"Haiti","RE share of electricity generation (%)","2013",13.55
"Haiti","RE share of electricity generation (%)","2014",8.93
"Haiti","RE share of electricity generation (%)","2015",8.26
"Haiti","RE share of electricity generation (%)","2016",6.84
"Haiti","RE share of electricity generation (%)","2017",12.37
"Haiti","RE share of electricity generation (%)","2018",19.22
"Haiti","RE share of electricity generation (%)","2019",19.23
"Haiti","RE share of electricity generation (%)","2020",18.22
"Haiti","RE share of electricity generation (%)","2021",18.24
"Haiti","RE share of electricity generation (%)","2022",19.62
"Haiti","RE share of electricity generation (%)","2023",23.55
"Haiti","RE share of electricity generation (%)","2024",-
"Honduras","RE share of electricity capacity (%)","2000",47.53
"Honduras","RE share of electricity capacity (%)","2001",47.40
"Honduras","RE share of electricity capacity (%)","2002",46.10
"Honduras","RE share of electricity capacity (%)","2003",52.53
"Honduras","RE share of electricity capacity (%)","2004",44.35
"Honduras","RE share of electricity capacity (%)","2005",37.25
"Honduras","RE share of electricity capacity (%)","2006",36.26
"Honduras","RE share of electricity capacity (%)","2007",37.82
"Honduras","RE share of electricity capacity (%)","2008",37.31
"Honduras","RE share of electricity capacity (%)","2009",37.71
"Honduras","RE share of electricity capacity (%)","2010",38.28
"Honduras","RE share of electricity capacity (%)","2011",42.01
"Honduras","RE share of electricity capacity (%)","2012",43.51
"Honduras","RE share of electricity capacity (%)","2013",44.29
"Honduras","RE share of electricity capacity (%)","2014",48.21
"Honduras","RE share of electricity capacity (%)","2015",59.50
"Honduras","RE share of electricity capacity (%)","2016",59.92
"Honduras","RE share of electricity capacity (%)","2017",61.31
"Honduras","RE share of electricity capacity (%)","2018",61.88
"Honduras","RE share of electricity capacity (%)","2019",62.83
"Honduras","RE share of electricity capacity (%)","2020",64.54
"Honduras","RE share of electricity capacity (%)","2021",64.73
"Honduras","RE share of electricity capacity (%)","2022",63.73
"Honduras","RE share of electricity capacity (%)","2023",63.55
"Honduras","RE share of electricity capacity (%)","2024",59.32
"Honduras","RE share of electricity generation (%)","2000",60.35
"Honduras","RE share of electricity generation (%)","2001",48.06
"Honduras","RE share of electricity generation (%)","2002",38.78
"Honduras","RE share of electricity generation (%)","2003",42.12
"Honduras","RE share of electricity generation (%)","2004",30.85
"Honduras","RE share of electricity generation (%)","2005",33.23
"Honduras","RE share of electricity generation (%)","2006",36.62
"Honduras","RE share of electricity generation (%)","2007",37.53
"Honduras","RE share of electricity generation (%)","2008",38.62
"Honduras","RE share of electricity generation (%)","2009",45.50
"Honduras","RE share of electricity generation (%)","2010",48.00
"Honduras","RE share of electricity generation (%)","2011",44.95
"Honduras","RE share of electricity generation (%)","2012",45.39
"Honduras","RE share of electricity generation (%)","2013",43.56
"Honduras","RE share of electricity generation (%)","2014",42.21
"Honduras","RE share of electricity generation (%)","2015",45.45
"Honduras","RE share of electricity generation (%)","2016",47.72
"Honduras","RE share of electricity generation (%)","2017",56.36
"Honduras","RE share of electricity generation (%)","2018",62.10
"Honduras","RE share of electricity generation (%)","2019",53.43
"Honduras","RE share of electricity generation (%)","2020",55.18
"Honduras","RE share of electricity generation (%)","2021",61.37
"Honduras","RE share of electricity generation (%)","2022",59.49
"Honduras","RE share of electricity generation (%)","2023",52.06
"Honduras","RE share of electricity generation (%)","2024",-
"Hungary","RE share of electricity capacity (%)","2000",0.80
"Hungary","RE share of electricity capacity (%)","2001",0.80
"Hungary","RE share of electricity capacity (%)","2002",1.26
"Hungary","RE share of electricity capacity (%)","2003",1.37
"Hungary","RE share of electricity capacity (%)","2004",2.98
"Hungary","RE share of electricity capacity (%)","2005",4.90
"Hungary","RE share of electricity capacity (%)","2006",5.02
"Hungary","RE share of electricity capacity (%)","2007",5.34
"Hungary","RE share of electricity capacity (%)","2008",6.69
"Hungary","RE share of electricity capacity (%)","2009",8.64
"Hungary","RE share of electricity capacity (%)","2010",9.59
"Hungary","RE share of electricity capacity (%)","2011",9.22
"Hungary","RE share of electricity capacity (%)","2012",7.70
"Hungary","RE share of electricity capacity (%)","2013",8.90
"Hungary","RE share of electricity capacity (%)","2014",11.81
"Hungary","RE share of electricity capacity (%)","2015",12.47
"Hungary","RE share of electricity capacity (%)","2016",11.97
"Hungary","RE share of electricity capacity (%)","2017",13.77
